LacduBonnet	UN	DUBO	50 16	-95 52	
Dubrovnik	UN	DUBR	42 39	18 7	
USACEFieldResearchFacility	UN	DUCK	36 11	-75 45	
Dumontd'Urville	UN	DUM1	-66 40	140 0	
DunedinGPS	UN	DUND	-45 53	170 36	
DUNF	UN	DUNF	37 19	-117 19	
DuthiersPoint	UN	DUPT	-64 48	-62 49	
DutchHarborAVO	UN	DUTC	53 54	-166 33	
DVAL	UN	DVAL	38 46	-119 46	
DevilCanyon	UN	DVCG	44 23	-114 2	
Devil'sPunchbowlPark	UN	DVPB	34 25	-117 52	
Diyarbakir	UN	DYAR	37 55	40 17	
Dyer	UN	DYER	37 45	-118 2	
DowneyHigh2	UN	DYH2	33 56	-118 8	
DowneyH.S.	UN	DYHS	33 56	-118 8	
Dyngja	UN	DYNA	65 3	-16 39	
Dyngjuhals	UN	DYNC	64 47	-17 22	
DIONYSOS	UN	DYNG	38 5	23 56	
Dyngjufjollytri	UN	DYNY	65 1	-17 7	
Diyarbakir	UN	DYR2	37 55	40 17	
E1	UN	E1G2	-77 32	167 8	
E1GPSStation	UN	E1GP	-77 32	167 8	
EAGL	UN	EAGL	36 11	-116 22	
EarlBakken	UN	EARL	19 51	-155 56	
Entebbe	UN	EBBE	0 2	32 27	
EBBS	UN	EBBS	38 33	-119 49	
Ebre	UN	EBRE	40 49	0 30	
ECCO_SCGN_CS1999	UN	ECCO	33 53	-118 20	
ECFS_SCGN_CS2001	UN	ECFS	33 39	-117 25	
ECHO_BRGN_NV1999	UN	ECHO	37 55	-114 16	
EROS_USGS_SD2006	UN	ECSD	43 44	-96 37	
EDNA	UN	EDNA	40 54	-117 19	
EDPP_SCGN_CS1999	UN	EDPP	34 57	-118 50	
EGAN_BRGN_NV1997	UN	EGAN	39 21	-114 56	
EGLI	UN	EGLI	43 2	-120 47	
AlaskaNGAcolocated	UN	EIL1	64 41	-147 7	
AlaskaNGAcolocated	UN	EIL2	64 41	-147 7	
AlaskaNGAcolocated	UN	EIL3	64 41	-147 7	
AlaskaNGAcolocated	UN	EIL4	64 41	-147 7	
EasterIslandLaserStation	UN	EISL	-27 9	-109 23	
Buea-Ekona	UN	EKON	4 14	9 20	
ElAlamo	UN	ELA2	-35 11	-69 49	
EldredRockContinuous	UN	ELDC	58 58	-135 13	
SantaElena	UN	ELEN	16 55	-89 52	
ELEP	UN	ELEP	19 27	-155 31	
ELGI	UN	ELGI	37 21	-114 31	
Mt.ErebusLowerHut	UN	ELHT	-77 31	167 9	
ELKO_BRGN_NV1997	UN	ELKO	40 55	-115 49	
LongBchBayCA2013	UN	ELLY	33 35	-118 8	
ElMadronoNIC2016	UN	ELMA	12 28	-86 40	
EastL.A.ScienceCenter	UN	ELSC	34 2	-118 13	
Elsinore2GPS	UN	ELSG	33 39	-117 26	
ElizabethLakeTunnelNorth	UN	ELTN	34 42	-118 26	
ElizabethLakeTunnelSouth	UN	ELTS	34 36	-118 27	
ElViejo	UN	ELVI	10 24	-85 27	
EightMileCanyon	UN	EMIG	44 4	-112 56	
HaciendaLaEsperanzaManati	UN	EMPR	18 29	-66 32	
ENGL	UN	ENGL	39 28	-120 32	
EmergencyOperationsCenter	UN	EOCG	34 27	-119 46	
EOUT_EBRY_UT1998	UN	EOUT	41 15	-111 56	
EPAS	UN	EPAS	37 55	-117 53	
EastPortElementarySchool	UN	EPRT	44 55	-66 60	
Esperanza	UN	EPZA	10 8	-85 34	
EarlBakken	UN	ERL2	19 51	-155 56	
ElmoreRanchGPS	UN	ERRG	33 7	-115 49	
EstacionSismologicaCaviahue	UN	ESCA	-37 53	-71 4	
Escuminac	UN	ESCU	47 4	-64 48	
Esmeraldaspermanentstation-EsmeraldasOCPCamp	UN	ESMR	0 56	-79 43	
Entebbe	UN	ETBE	0 3	32 29	
EVER	UN	EVER	41 52	-120 35	
EWLK	UN	EWLK	38 42	-118 38	
EWPP_SCGN_CS1999	UN	EWPP	34 6	-117 32	
ExumaInternationalAirport	UN	EXU0	23 34	-75 52	
EYAC_AKDA_AK2005	UN	EYAC	60 33	-145 45	
Tahiti-Faaa	UN	FAA1	-17 33	-149 37	
FairbanksGGNL2C	UN	FAIC	64 59	-147 30	
GilmoreCreekObservatory	UN	FAIR	64 59	-147 30	
GilmoreCreekObservatory	UN	FAIV	64 59	-147 30	
FaleoloAirport	UN	FALE	-13 50	-171 60	
Falklands	UN	FALK	-51 42	-57 52	
FalloneNunataks	UN	FALL	-85 18	-143 38	
FAND	UN	FAND	43 9	-120 35	
ElFarolighthouse	UN	FARO	18 21	-103 31	
FARR	UN	FARR	40 31	-118 44	
FactorBuilding-UCLA	UN	FCTF	34 4	-118 27	
FenSite	UN	FEN0	48 17	-94 42	
FERI	UN	FERI	40 5	-120 18	
FERN_BRGN_AZ1999	UN	FERN	35 21	-112 27	
Frankfurt/Main	UN	FFMJ	50 5	8 40	
FGST_SCGN_CS2000	UN	FGST	34 44	-120 1	
ForestHome	UN	FHOG	34 6	-116 56	
FranklinIsland	UN	FIE0	-76 9	168 25	
FING	UN	FING	38 47	-118 12	
FIRE	UN	FIRE	39 54	-119 5	
FISH	UN	FISH	37 34	-118 0	
Fitjarasar	UN	FITC	64 20	-19 35	
FITT	UN	FITT	40 20	-118 6	
FITZ	UN	FITZ	42 1	-120 35	
Fjordungsalda	UN	FJOC	64 52	-18 0	
FLAN	UN	FLAN	40 9	-119 49	
FLAT	UN	FLAT	38 18	-118 28	
FLEM	UN	FLEM	40 25	-120 17	
FlinFlon	UN	FLIN	54 44	-101 59	
Mt.Fleming	UN	FLM5	-77 32	160 16	
SantaCruzdasFlores	UN	FLRS	39 27	-31 8	
FlaskGlacier	UN	FLSK	-65 45	-62 54	
FillmoreTeleport	UN	FMTP	34 25	-118 54	
FMVT_SCGN_CS2000	UN	FMVT	34 21	-118 53	
FoynPoint	UN	FONP	-65 15	-61 39	
FOOT_BRGN_NV1997	UN	FOOT	39 22	-113 48	
FORE_BRGN_UT2007	UN	FORE	40 31	-111 23	
FossilBluff	UN	FOS1	-71 19	-68 19	
FOST	UN	FOST	41 7	-120 48	
FOUR	UN	FOUR	43 22	-120 41	
FoxAirport2GPS	UN	FOXG	34 44	-118 14	
FOXR	UN	FOXR	40 35	-119 28	
FRDNCACS-GSD	UN	FRDN	45 56	-66 40	
FRED_BRGN_AZ1999	UN	FRED	36 59	-112 30	
FREN	UN	FREN	39 53	-120 13	
FRG1	UN	FRG1	39 24	-118 38	
FRG2	UN	FRG2	39 21	-118 38	
FRG3	UN	FRG3	39 23	-118 42	
FRG4	UN	FRG4	39 23	-118 42	
FRG5	UN	FRG5	39 25	-118 43	
RefrigeratorRock	UN	FRIG	62 25	-143 0	
FranklinIsland(TAMDEF)	UN	FRKI	-76 10	168 23	
FARASAN	UN	FRSN	16 42	42 6	
LakeFryxellcamp3	UN	FRY3	-77 36	163 8	
FortSettlementMiddleSchool	UN	FSFB	29 33	-95 38	
FortScottyHub	UN	FSHB	32 57	-115 48	
FacultedesSciencesetTechniquesd'AlHoceima	UN	FSTH	35 10	-3 52	
Futuna	UN	FTNA	-14 18	-178 7	
FTNF	UN	FTNF	44 35	-110 49	
FishtailPoint	UN	FTP4	-78 56	162 34	
Funchal	UN	FUNC	32 39	-16 54	
FUNE	UN	FUNE	36 39	-116 42	
FairfaxHighSchool	UN	FXHS	34 5	-118 22	
FrazierMountain	UN	FZHS	34 48	-118 54	
Gabbs	UN	GABB	38 58	-117 55	
Gabho	UN	GABH	12 41	40 33	
GalapagosIsland	UN	GALA	0 45	-90 18	
GALE	UN	GALE	36 13	-114 44	
Rikitea	UN	GAMB	-23 8	-134 58	
Gamakmountain	UN	GAMG	35 35	127 55	
GANJ_GAN_AZE2017	UN	GANJ	40 41	46 22	
Ganovce	UN	GANP	49 2	20 19	
GARC	UN	GARC	40 25	-119 21	
GARD	UN	GARD	36 10	-114 56	
GARL_BRGN_NV1996	UN	GARL	40 25	-119 21	
Garm	UN	GARM	39 0	70 19	
GARR	UN	GARR	40 38	-118 59	
BardasBlancas	UN	GAS1	-36 13	-69 35	
BigGrasseyButte	UN	GBIG	43 59	-112 4	
GBN1	UN	GBN1	44 34	-121 26	
GBN2	UN	GBN2	44 34	-121 34	
GBN3	UN	GBN3	44 33	-121 43	
GBN4	UN	GBN4	44 34	-122 6	
GBN5	UN	GBN5	44 36	-122 14	
GBN6	UN	GBN6	44 25	-121 25	
GC_Elgin_Ave2011	UN	GCEA	19 18	-81 23	
G_CAYMAN_CYM2014	UN	GCFS	19 19	-81 11	
GilmoreCreekGeophysicalObservatory	UN	GCGO	64 59	-147 30	
GoodwinEducationCenter	UN	GDEC	35 11	-119 52	
GEIG	UN	GEIG	39 23	-119 42	
GEMF	UN	GEMF	37 45	-117 18	
GEND	UN	GEND	39 5	-117 10	
Genova-IstitutoIdrograficodellaMarina	UN	GENO	44 25	8 55	
GeologyBuildingUPRM	UN	GEOL	18 13	-67 8	
GEOR	UN	GEOR	38 13	-116 41	
GeraldsYard	UN	GERD	16 48	-62 12	
GEITA	UN	GETA	-2 53	32 13	
GuaguaPichinchapermanentstation-GuaguaPichin	UN	GGPA	0 11	-78 36	
Ghermu	UN	GHER	28 22	84 25	
GlenHelenRegionalPark	UN	GHRP	34 12	-117 24	
Gigoldur	UN	GIGO	64 50	-17 1	
GILL	UN	GILL	38 40	-118 31	
Ginir	UN	GINR	7 9	40 43	
Girl'sFarm	UN	GIRL	39 38	-120 0	
GLCA	UN	GLCA	37 2	-111 37	
Galapagos	UN	GLPS	0 45	-90 18	
GloucesterPoint-SchoolofMarineScience	UN	GLPT	37 15	-76 30	
GLRS_SCGN_CS1999	UN	GLRS	33 16	-115 31	
ReservaNacionalPampaGaleras	UN	GLRV	-14 40	-74 24	
GLISN1	UN	GLS1	66 29	-46 19	
GLISN2	UN	GLS2	69 6	-39 39	
GLISNGPS3	UN	GLS3	77 26	-51 7	
Kiev/Golosiiv	UN	GLSV	50 22	30 30	
GoatMountainAstronomicalResearchStationGPS	UN	GMAG	34 17	-116 23	
GUTSMaspalomas	UN	GMAS	27 46	-15 38	
GomezNunatak	UN	GMEZ	-73 53	-68 32	
GammaO	UN	GMMA	77 49	-19 39	
GMPK_SCGN_CS2000	UN	GMPK	33 3	-114 50	
GMRC_SCGN_CS1999	UN	GMRC	34 47	-115 40	
GUTSMasda	UN	GMSD	30 33	131 1	
GNPS_SCGN_CS1999	UN	GNPS	34 19	-114 11	
Ghanteswor	UN	GNTW	29 11	80 38	
PetitGoave	UN	GOA2	18 26	-72 52	
GOAT	UN	GOAT	36 32	-114 4	
PetitGoave	UN	GOAV	18 26	-72 52	
GOBS_PNGA_WA1997	UN	GOBS	45 50	-120 49	
GGAO(Greenbelt)	UN	GODE	39 1	-76 50	
GGAONorthDDBM	UN	GODN	39 1	-76 50	
GGAOSouthDDBM	UN	GODS	39 1	-76 50	
GGAO(Greenbelt)	UN	GODZ	39 1	-76 50	
Godfrey___GA2006	UN	GOGA	33 25	-83 28	
GoldstoneDeepSpaceTrackingStation	UN	GOL2	35 26	-116 53	
GoldstoneDeepSpaceTrackingStation	UN	GOLD	35 26	-116 53	
GOLG	UN	GOLG	-24 41	-65 46	
GOLM	UN	GOLM	40 28	-117 36	
PecnyOndrejov/CZ	UN	GOP6	49 55	14 47	
PecnyOndrejov/CZ	UN	GOP7	49 55	14 47	
Pecny-Ondrejov/CZ	UN	GOPE	49 55	14 47	
Goat(AinahouRanch)	UN	GOPM	19 19	-155 13	
GOSH_BRGN_NV1996	UN	GOSH	40 38	-114 11	
GoughIsland	UN	GOUG	-40 21	-9 53	
GOUT_EBRY_UT2007	UN	GOUT	39 55	-111 54	
GR8R_BARD_CN2008	UN	GR8R	36 24	-120 25	
GR8V_BARD_CN2003	UN	GR8V	36 24	-120 25	
GRASSE	UN	GRAC	43 45	6 55	
GRAN	UN	GRAN	40 5	-119 3	
ObservatoiredeCalern-OCA	UN	GRAS	43 45	6 55	
GRAV	UN	GRAV	41 21	-120 36	
Graz-Lustbuehel	UN	GRAZ	47 4	15 30	
Grenada__GRN2007	UN	GRE0	12 13	-61 38	
GRE1cGPS_GRN2017	UN	GRE1	12 13	-61 38	
Ghorahi	UN	GRHI	27 57	82 29	
GrandIsle	UN	GRIS	29 16	-89 57	
GrizzlyPeak	UN	GRIZ	37 53	-122 14	
GARNERPERMANENTGPSSITE	UN	GRNR	63 50	-148 59	
GRNX_AKDA_AK2004	UN	GRNX	63 50	-148 59	
GronneNunatak	UN	GROK	78 27	-22 54	
Gray'sRange	UN	GRRG	42 56	-111 25	
Graenavatn	UN	GRVA	64 28	-19 23	
GarzaNic_CRI2006	UN	GRZA	9 55	-85 38	
GRZL	UN	GRZL	44 48	-110 45	
Galataselementaryschool	UN	GSEC	30 12	-95 32	
GSES	UN	GSES	37 48	-111 24	
GrandTurkTCA2007	UN	GTK0	21 26	-71 9	
GTRG_EBRY_ID1998	UN	GTRG	43 15	-113 14	
USGSGuamObservatory	UN	GUAM	13 35	144 52	
GUAO	UN	GUAO	43 28	87 11	
Guatemala	UN	GUAT	14 35	-90 31	
IslaGuadalupe	UN	GUAX	28 53	-118 17	
GUNL	UN	GUNL	37 17	-113 48	
Gustavus2	UN	GUS2	58 25	-135 42	
UofGuam	UN	GUUG	13 26	144 48	
GV01	UN	GV01	0 47	-91 7	
GV02	UN	GV02	0 49	-91 8	
GV03	UN	GV03	0 48	-91 8	
GV04	UN	GV04	0 49	-91 8	
GV05	UN	GV05	0 48	-91 7	
GV06	UN	GV06	0 50	-91 8	
GV07	UN	GV07	0 50	-91 9	
GV08	UN	GV08	0 51	-91 8	
GV09-SierraNegra	UN	GV09	0 50	-91 9	
GV10-SierraNegra	UN	GV10	0 51	-91 9	
GVG1	UN	GVG1	39 3	-118 6	
GVG2	UN	GVG2	38 49	-118 4	
GVG3	UN	GVG3	38 52	-118 14	
GVG4	UN	GVG4	38 53	-118 24	
GVG5	UN	GVG5	38 59	-118 15	
GVG6	UN	GVG6	38 57	-118 10	
GVG7	UN	GVG7	38 49	-117 56	
GarveyReservoir	UN	GVRS	34 3	-118 7	
GZ01	UN	GZ01	-84 9	-163 40	
GroundingZone_19	UN	GZ19	-84 20	-163 37	
GZ20_Whillans_IS	UN	GZ20	-84 15	-165 38	
HaagNunatak	UN	HAAG	-77 2	-78 17	
HAARP	UN	HAAR	62 24	-145 9	
HADN	UN	HADN	44 40	-110 28	
Hagerstown6	UN	HAG6	39 33	-77 43	
HaleakalaObservatories	UN	HAL1	20 42	-156 15	
Halulu	UN	HALP	19 23	-155 4	
HaluluReset	UN	HALR	19 23	-155 4	
HalatAmmar	UN	HALY	29 8	36 6	
HAMEDAN	UN	HAMD	34 52	48 32	
Hammer	UN	HAMG	43 58	-112 10	
Hammond	UN	HAMM	30 31	-90 28	
HAND	UN	HAND	38 58	-118 21	
HANN	UN	HANN	38 6	-116 54	
HAPY	UN	HAPY	36 4	-117 12	
HarperDryLakeBedGPS	UN	HAR7	35 1	-117 18	
Hartebeesthoek	UN	HARB	-25 53	27 42	
HARE	UN	HARE	39 47	-118 6	
HARQ	UN	HARQ	33 21	-113 16	
HarrisLookout	UN	HARR	16 44	-62 10	
Texaco'sHarvestOilPlatform	UN	HARV	34 28	-120 41	
HatcheryBuilding	UN	HATC	48 11	-94 31	
Hatillo	UN	HATI	10 18	-85 43	
Haumyrar	UN	HAUC	64 43	-18 21	
Havelock	UN	HAV2	12 2	92 59	
HayLake	UN	HAYL	64 17	-128 52	
HAZE	UN	HAZE	39 35	-119 3	
HarborCollege	UN	HBCO	33 47	-118 17	
HoustonCommunityCollegespringbranchcampus	UN	HCC1	29 47	-95 34	
HoustonCommunityCollegeSpringBranchCampus	UN	HCC2	29 47	-95 34	
HillcrestElementarySchool	UN	HCES	36 20	-89 10	
HCEX	UN	HCEX	36 20	-89 10	
HCMN_SCGN_CS1999	UN	HCMN	34 45	-116 26	
HCRO_BARD_CN2005	UN	HCRO	40 49	-121 28	
HCYN	UN	HCYN	39 30	-119 55	
MackinawFWIL2006	UN	HDIL	40 33	-89 18	
HomerDept.PublicWorks	UN	HDPW	59 39	-151 32	
HEAV	UN	HEAV	40 47	-120 44	
HEBE_BRGN_UT1996	UN	HEBE	40 31	-111 22	
HelheimGlacier	UN	HEL2	66 24	-38 13	
Hell'sGate	UN	HELL	36 43	-116 59	
HENN	UN	HENN	39 31	-120 32	
HerminiosNIC2010	UN	HERH	12 37	-86 50	
Hermitage	UN	HERM	16 43	-62 10	
Herstmonceux	UN	HERS	50 52	0 20	
WaterTowermonument	UN	HERT	50 52	0 20	
HetuadaGoNFishFarm	UN	HETA	27 25	85 3	
HIDD	UN	HIDD	38 50	-118 32	
HIGH	UN	HIGH	36 17	-116 9	
HIKO	UN	HIKO	37 42	-115 11	
HIPK	UN	HIPK	36 17	-116 9	
HIVI_SCGN_CS1999	UN	HIVI	34 46	-117 48	
HighwayContinuous	UN	HIWC	63 28	-148 48	
Hjornefjeldet	UN	HJOR	63 25	-41 9	
SiuLangShui	UN	HKSL	22 22	113 56	
WongShek	UN	HKWS	22 26	114 20	
Hlidarfjall	UN	HLFJ	64 17	-20 8	
HLFXCACS-ACP	UN	HLFX	44 41	-63 37	
HLID_EBRY_ID1999	UN	HLID	43 34	-114 25	
HilinaPali	UN	HLNA	19 18	-155 19	
Hualane	UN	HLNE	-35 0	-71 45	
HamburgGletshcer	UN	HMBG	73 41	-28 8	
DiamondValleyReservoir	UN	HMTG	33 42	-117 0	
HMWD	UN	HMWD	35 53	-117 25	
HaenkeIsland	UN	HNKE	59 58	-139 33	
HonoluluTideGauge	UN	HNLC	21 18	-157 52	
HNPS_SCGN_CS1999	UN	HNPS	33 42	-115 38	
HornPointEnviromentalLab.	UN	HNPT	38 35	-76 8	
HNTS	UN	HNTS	38 30	-116 50	
HERMANUS	UN	HNUS	-34 25	19 13	
HobartAU016	UN	HOB2	-42 48	147 26	
Hoefn/Iceland	UN	HOFN	64 16	-15 12	
Hooper_Shoulder_	UN	HOG2	-77 32	166 56	
HOGS_SCGN_CN2001	UN	HOGS	35 52	-120 29	
Hoima_______2013	UN	HOID	1 27	31 20	
HolcombRidge-Site3	UN	HOL3	34 27	-117 51	
Holberg	UN	HOLB	50 38	-128 8	
HolcombRidge	UN	HOLC	34 27	-117 51	
Holei	UN	HOLE	19 19	-155 8	
Holman	UN	HOLM	70 44	-117 46	
Hollydale	UN	HOLP	33 55	-118 10	
HOLT	UN	HOLT	38 28	-117 55	
HOME	UN	HOME	35 3	-114 54	
HONY	UN	HONY	40 5	-119 56	
Hooper'sShoulder	UN	HOOZ	-77 32	166 56	
HoophornSpur	UN	HORN	-43 47	170 6	
HORS	UN	HORS	40 36	-120 30	
HotCreek	UN	HOTK	37 40	-118 49	
HOTS	UN	HOTS	41 9	-117 28	
Houma	UN	HOUM	29 36	-90 43	
Mt.Howe	UN	HOWE	-87 25	-149 26	
HowardNunatak	UN	HOWN	-77 32	-86 46	
LaHoyaSur	UN	HOYN	12 36	-86 50	
HazelS.PattisonElementarySchool	UN	HPEK	29 45	-95 43	
HowePeak	UN	HPIG	43 43	-113 6	
HartebeesthoekGGNL2C	UN	HRAC	-25 53	27 41	
HartebeesthoekRAO	UN	HRAO	-25 53	27 41	
HarderGletscher	UN	HRDG	81 53	-44 31	
UnitedKingdomNGAcolocated	UN	HRM1	51 27	-1 17	
UnitedKingdomNGAcolocated	UN	HRM2	51 27	-1 17	
HarranUniversity	UN	HRRN	37 10	38 60	
HRSB	UN	HRSB	44 45	-111 12	
HRTM	UN	HRTM	42 15	-119 34	
HSMN	UN	HSMN	29 48	-95 28	
HuttonMountains	UN	HTON	-74 5	-61 44	
Huacas	UN	HUA2	10 1	-85 21	
HUAL	UN	HUAL	35 44	-114 1	
Huegelheim	UN	HUEG	47 50	7 36	
HugoIsland-SantaClausRock	UN	HUGO	-64 58	-65 40	
HashemiteUniversity	UN	HUGS	32 6	36 11	
HUNG	UN	HUNG	39 41	-119 45	
HUNT_SCGN_CN2001	UN	HUNT	35 53	-120 24	
UniversityofPuertoRicoHumacaoCampus	UN	HUPR	18 9	-65 50	
HurricaneGulchContinuous	UN	HURC	62 60	-149 37	
Hurricane	UN	HURR	37 4	-113 34	
Husband	UN	HUSB	44 7	-121 51	
Hutbay	UN	HUTB	10 37	92 32	
HilinaPali	UN	HV01	19 22	-155 14	
Halemaumau	UN	HV02	19 25	-155 17	
EscapeRoad	UN	HV03	19 23	-155 13	
Byron'sLedge	UN	HV04	19 25	-155 16	
Keanakakoi	UN	HV05	19 24	-155 16	
MaunaUlu	UN	HV06	19 22	-155 12	
MaukaMakaopuhi	UN	HV07	19 22	-155 11	
MakaiMakaopuhi	UN	HV08	19 21	-155 11	
Pu'uKamoamoa	UN	HV09	19 24	-155 7	
Pu'uO'o	UN	HV10	19 23	-155 6	
Pu'uUlaula	UN	HV11	19 32	-155 27	
Po'omoku	UN	HV12	19 30	-155 31	
HV14	UN	HV14	19 25	-155 15	
Hveravellir	UN	HVEL	64 52	-19 34	
HahnvilleHighSchool	UN	HVHS	29 53	-90 24	
HVWY_EBRY_WY1999	UN	HVWY	44 37	-110 32	
HVYS_SCGN_CS2000	UN	HVYS	34 26	-119 11	
HW50	UN	HW50	39 26	-116 45	
HW56	UN	HW56	37 40	-113 31	
HW89	UN	HW89	39 33	-120 20	
HW95	UN	HW95	37 12	-116 57	
HoweFault	UN	HWFG	43 56	-113 6	
HWKV	UN	HWKV	42 7	-119 9	
HWUT_EBRY_UT2004	UN	HWUT	41 36	-111 34	
NationalGeophysicalResearchInstitute	UN	HYDE	17 25	78 33	
I40A_SCGN_CS2000	UN	I40A	34 44	-115 55	
Morocco	UN	IAVH	33 59	-6 52	
Ibarrapermanentstation	UN	IBEC	0 21	-78 7	
IbexHills	UN	IBEX	35 51	-116 22	
ItalianCanyon	UN	ICIG	44 20	-112 56	
ICKY	UN	ICKY	38 53	-117 44	
ICOR	UN	ICOR	37 28	-117 18	
ICPS_Kul_BGD2018	UN	ICPS	24 24	92 2	
IndioHills	UN	IDOG	33 48	-116 13	
GraniteConstructionIndio	UN	IDQG	33 46	-116 14	
Torino	UN	IENG	45 1	7 38	
IfraneSeismicStation	UN	IFR1	33 31	-5 8	
Ifrane	UN	IFRN	33 32	-5 7	
IggyRidge	UN	IGGY	-83 18	156 15	
InteramericanUniversityGuayama	UN	IGPR	17 58	-66 6	
Iguala	UN	IGUA	18 24	-99 30	
IID2_SCGN_CS1998	UN	IID2	32 42	-115 2	
IndianInstituteofScience	UN	IISC	13 1	77 34	
IslaSalasyGomez	UN	ILSG	-26 28	-105 22	
Ilulissat	UN	ILUL	69 14	-51 4	
IMPS_SCGN_CS1999	UN	IMPS	34 9	-115 9	
PuntaIndio	UN	IND1	9 52	-85 30	
INDE	UN	INDE	36 48	-118 15	
INDI	UN	INDI	38 39	-118 18	
AguascalientesFixedStation	UN	INEG	21 51	-102 17	
INKH	UN	INKH	38 44	-117 1	
InmanNunatak	UN	INMN	-74 49	-98 53	
InnriSkuti	UN	INSK	64 41	-19 32	
Inuvik	UN	INVK	68 18	-133 32	
IQALCACS-GSD	UN	IQAL	63 45	-68 31	
Iquique	UN	IQQE	-20 16	-70 8	
Irkutsk	UN	IRKJ	52 13	104 19	
Irkutsk	UN	IRKM	52 13	104 19	
IRKUTSK	UN	IRKT	52 13	104 19	
Irazu	UN	IRZU	9 58	-83 54	
IraqSuryBaghdad	UN	ISBA	33 20	44 26	
CocosIsl_CRI2011	UN	ISCO	5 33	-87 3	
IssaguenMorocco	UN	ISGN	34 56	-4 33	
ISLK_SCGN_CS1999	UN	ISLK	35 40	-118 28	
MeteorologicalResearchCenter	UN	ISOK	-10 10	32 39	
EasterIsland	UN	ISPA	-27 8	-109 21	
Istanbul/Turkey	UN	ISTA	41 6	29 1	
IVAN	UN	IVAN	35 44	-115 25	
IVCO_SCGN_CS2000	UN	IVCO	32 50	-115 30	
IXLC	UN	IXLC	39 40	-118 11	
Izmir/Turkey	UN	IZMI	38 24	27 5	
IZZN	UN	IZZN	40 52	-116 51	
JACK	UN	JACK	38 7	-118 24	
Jaflung	UN	JAFL	25 11	92 1	
JAKE	UN	JAKE	41 9	-117 4	
JAMI	UN	JAMI	39 44	-120 43	
Jamalganj	UN	JAML	25 0	91 14	
JanLake	UN	JANL	63 34	-143 54	
JCFInca__NIC2010	UN	JCFI	12 41	-86 50	
Junction__TX2005	UN	JCT1	30 29	-99 48	
Pu`u`O`oJCUZ	UN	JCUZ	19 23	-155 6	
JEAN	UN	JEAN	35 51	-115 11	
JEDDAH	UN	JED1	21 22	39 38	
JEDDAH	UN	JEDD	21 22	39 38	
JERS	UN	JERS	40 17	-117 26	
JIUFENG	UN	JFNG	30 31	114 29	
JewelFarmWI_2006	UN	JFWS	42 55	-90 15	
JorgenBronlund	UN	JGBL	82 13	-31 0	
JIR2	UN	JIR2	27 39	86 11	
JIZAN	UN	JIZN	16 42	42 6	
Jacmel_2_HTI2013	UN	JME2	18 14	-72 32	
Jacmel	UN	JMEL	18 14	-72 32	
Jumla	UN	JMLA	29 17	82 12	
Jomsom	UN	JMSM	28 48	83 45	
JuniperHills	UN	JNHG	34 27	-117 57	
JNPR_BARD_CN1997	UN	JNPR	37 46	-119 5	
JensenNunataks	UN	JNSN	-73 5	-66 6	
YogYakarta	UN	JOG2	-7 46	110 22	
JohnnieMine	UN	JOHN	36 28	-116 6	
Jonika	UN	JOKA	19 26	-155 0	
JONE	UN	JONE	37 9	-114 12	
JOZEFOSLAW	UN	JOZ2	52 6	21 2	
JOZEFOSLAW	UN	JOZE	52 6	21 2	
JPLMesa	UN	JPLM	34 12	-118 10	
JetPropulsionLaboratoryJavad	UN	JPLV	34 12	-118 10	
Jorgino	UN	JRGN	-23 17	-70 34	
JohnstonRidgeObservatory	UN	JRO1	46 17	-122 13	
JUNG	UN	JUNG	40 54	-118 25	
JUNI	UN	JUNI	40 19	-119 4	
Sagarnal	UN	JURI	24 30	92 8	
JordanUniv.Sci.Tech.	UN	JUST	32 30	35 59	
JewellFjord	UN	JWLF	83 7	-45 7	
KaenaPoint	UN	KAEP	19 17	-155 7	
KangiaNorth	UN	KAGA	69 13	-49 49	
KapAgassiz	UN	KAGZ	79 8	-65 51	
Pu`uKamoamoa	UN	KAMO	19 24	-155 7	
PuuKaone	UN	KAON	19 17	-155 17	
Karangarua	UN	KARA	-43 37	169 47	
KarongaAirport	UN	KARO	-9 57	33 54	
KarrathaAU013	UN	KARR	-20 59	117 6	
MISAMFUresearchinstitute	UN	KASM	-10 10	31 13	
Katherine	UN	KAT1	-14 23	132 9	
KataviaCGPS	UN	KATC	35 57	27 47	
Kawasuti	UN	KAWA	27 39	84 8	
TuckayouWash	UN	KAYO	35 12	-113 28	
KaygabokLavaFlow	UN	KAYT	13 59	120 59	
Kazarman	UN	KAZA	41 23	73 57	
KBRC_SCGN_CS2000	UN	KBRC	34 24	-119 0	
KogeBugt	UN	KBUG	65 9	-41 9	
PoliokeawePale	UN	KEAW	19 17	-155 14	
KELS_PNGA_WA1997	UN	KELS	46 7	-122 54	
Kellyville	UN	KELY	66 59	-50 57	
KEMP	UN	KEMP	35 37	-114 28	
KENN	UN	KENN	36 2	-118 12	
KING_EDWARD_PT__	UN	KEPA	-54 18	-36 31	
TherasiaGreece	UN	KERA	36 25	25 21	
KerguelenIslands	UN	KERG	-49 21	70 15	
KaoikiFault	UN	KFAP	19 26	-155 26	
Kifanya	UN	KFNY	-9 33	35 6	
KoganeiKSPGPSsite	UN	KGNI	35 43	139 29	
KGPS_Kal_BGD2018	UN	KGPS	24 11	91 37	
Khabarovsk	UN	KHAJ	48 31	135 3	
Kharkiv	UN	KHAR	50 0	36 14	
