BrionesDam	UN	BDAM	37 55	-122 12	
BahirDar	UN	BDAR	11 36	37 22	
Pisiga	UN	BDEC	-19 16	-68 36	
Ucumasi	UN	BDJC	-19 8	-67 26	
BahirDar	UN	BDMT	11 36	37 22	
Barbados	UN	BDOS	13 5	-59 37	
BDSP	UN	BDSP	37 31	-114 5	
BeaverCreek	UN	BEA2	62 24	-140 52	
BeanPeaks	UN	BEAN	-75 57	-69 18	
BeattyWash	UN	BEAT	37 2	-116 37	
BEDE	UN	BEDE	39 49	-119 50	
BEER	UN	BEER	35 33	-117 47	
BEES	UN	BEES	39 16	-117 43	
Belatari	UN	BELT	27 27	83 50	
BEMT_SCGN_CS2001	UN	BEMT	34 0	-115 60	
BennettNunatak	UN	BENN	-84 47	-116 28	
BEPK_SCGN_CS2000	UN	BEPK	35 53	-118 4	
BearPeninsula	UN	BERP	-74 33	-111 53	
BERR	UN	BERR	39 36	-120 27	
Besisahar	UN	BESI	28 14	84 23	
BFLO	UN	BFLO	40 44	-119 50	
BFLT	UN	BFLT	38 51	-119 41	
BGGY-Antigua	UN	BGGY	17 3	-61 52	
BellGardensIntermediateSchool	UN	BGIS	33 58	-118 10	
Birgunj	UN	BGNJ	27 1	84 51	
BahalAdduCGPSStation	UN	BHAL	12 11	40 37	
BHIL	UN	BHIL	39 23	-120 7	
BahrainNGAcolocated	UN	BHR1	26 13	50 36	
BahrainNGAcolocated	UN	BHR2	26 13	50 36	
BahrainNGAcolocated	UN	BHR3	26 13	50 36	
BahrainNGAcolocated	UN	BHR4	26 13	50 36	
Bilbaopermanentstation-TungurahuaVolcano	UN	BIEC	-1 27	-78 30	
BIGP	UN	BIGP	37 10	-118 20	
BIGS	UN	BIGS	39 17	-116 49	
Bijagual	UN	BIJA	9 45	-84 35	
Bishkek	UN	BIK0	42 51	74 32	
Bilibino	UN	BILI	68 5	166 26	
BILL_SCGN_CS1997	UN	BILL	33 35	-117 4	
BIRD	UN	BIRD	35 57	-115 26	
Biratnagar	UN	BIRP	26 29	87 16	
BIS0_NdR_COL2016	UN	BIS0	4 53	-75 20	
BiorkaIsland1	UN	BIS1	56 51	-135 32	
Mile97-DenaliHwy	UN	BITS	63 18	-148 11	
Cotonou	UN	BJCO	6 23	2 27	
BeijingFangshan/China	UN	BJFS	39 37	115 54	
BJNMantennaatNIM	UN	BJNM	40 15	116 13	
BKAP_SCGN_CS2000	UN	BKAP	35 17	-116 5	
BKMS_SCGN_CS1998	UN	BKMS	33 58	-118 6	
Bakersfield1	UN	BKR1	35 8	-119 7	
BlacksburgVA2006	UN	BLA1	37 13	-80 25	
LawnB	UN	BLAB	48 16	-94 43	
BLAC	UN	BLAC	39 48	-119 18	
Blaasor	UN	BLAS	79 32	-22 58	
Lawn	UN	BLAW	48 16	-94 42	
Bluebird	UN	BLBP	19 21	-155 43	
LawnEastA	UN	BLEA	48 16	-94 41	
LawnEastB	UN	BLEB	48 16	-94 42	
LawnEastC	UN	BLEC	48 17	-94 42	
BLIN	UN	BLIN	37 45	-118 30	
UpperBlockMiddle	UN	BLKM	42 37	-114 53	
UpperBlockSouth	UN	BLKS	42 37	-114 53	
BLNP	UN	BLNP	44 15	-121 51	
UpperBlock	UN	BLOK	42 37	-114 53	
Llica	UN	BLOV	-19 51	-68 15	
BLRK	UN	BLRK	40 46	-119 6	
BLUM	UN	BLUM	40 57	-118 3	
BLW2_EBRY_WY2003	UN	BLW2	42 46	-109 33	
LawnWestB	UN	BLWB	48 16	-94 43	
LawnWestC	UN	BLWC	48 16	-94 43	
BoulderWY	UN	BLWY	42 46	-109 33	
BLYN_PNGA_WA2001	UN	BLYN	48 1	-122 56	
Blythe	UN	BLYT	33 37	-114 43	
Bhimchula	UN	BMCL	28 39	81 43	
BlueMouseCovePermanent	UN	BMCP	58 47	-136 29	
BMHL_SCGN_CS1999	UN	BMHL	34 15	-116 3	
BeaumontRoadYard	UN	BMRY	33 58	-116 59	
Huachacalla	UN	BMWS	-21 4	-67 58	
Bandipur_NPL2012	UN	BNDP	27 57	84 24	
BurnettRock	UN	BNET	-43 52	170 11	
Bhurungamari	UN	BNGM	26 7	89 40	
Benoa-IndonesiaTG	UN	BNOA	-8 45	115 13	
CurahuaradeCarangas	UN	BNOE	-17 50	-68 25	
PineIslandGlacierCamp	UN	BOAR	-75 3	-100 36	
BOBS	UN	BOBS	39 27	-116 59	
BOCA	UN	BOCA	39 25	-120 3	
BODI	UN	BODI	38 13	-118 58	
BorowaGora	UN	BOGI	52 28	21 2	
Bog	UN	BOGS	48 15	-94 42	
Bogota	UN	BOGT	4 38	-74 5	
BOIL	UN	BOIL	40 16	-119 23	
Erebus_BOMZ_GP2_	UN	BOM2	-77 31	167 26	
BOMBAYBEACH	UN	BOMG	33 22	-115 44	
Bombs	UN	BOMZ	-77 31	167 26	
Bongo	UN	BON2	9 46	-85 12	
BONI	UN	BONI	37 14	-117 11	
BONT	UN	BONT	39 32	-120 26	
BOOM	UN	BOOM	39 29	-119 57	
BOOT	UN	BOOT	36 3	-115 31	
BOROWIEC	UN	BOR1	52 17	17 4	
BOUL	UN	BOUL	35 54	-114 47	
BRAD	UN	BRAD	39 47	-119 3	
BrandBasin	UN	BRAN	34 11	-118 17	
Brasilia	UN	BRAZ	-15 57	-47 53	
BRBR	UN	BRBR	41 14	-120 7	
BRD1	UN	BRD1	39 49	-119 0	
Corque	UN	BRDQ	-18 21	-67 41	
BRDY	UN	BRDY	39 47	-119 1	
BrenneckeNunataks	UN	BREN	-72 40	-63 2	
BrewsterVLBA	UN	BREW	48 8	-119 41	
Fortaleza2005	UN	BRFT	-3 53	-38 26	
BRID	UN	BRID	38 12	-119 19	
BrimstonePeak	UN	BRIP	-75 48	158 28	
Bermuda	UN	BRMU	32 22	-64 42	
Biratnagar2	UN	BRN2	26 31	87 16	
Biratnagar	UN	BRNG	26 26	87 17	
BROK	UN	BROK	39 10	-117 57	
BurntPeak	UN	BRPK	34 41	-118 35	
Brest	UN	BRST	48 23	-4 30	
Brussels	UN	BRUS	50 48	4 22	
Brussels	UN	BRUX	50 48	4 22	
BRVL	UN	BRVL	38 30	-120 2	
Bhairahaba	UN	BRWA	27 32	83 27	
BRYL	UN	BRYL	44 40	-110 45	
HorseshoeHarbour	UN	BSA1	-67 49	-67 17	
BinyaminShmuterMemorialsite	UN	BSHM	32 47	35 1	
BasinCreek	UN	BSNC	44 44	-112 32	
BigSheepCreek	UN	BSPC	44 35	-112 52	
BSRY_SCGN_CS1998	UN	BSRY	34 55	-117 1	
BTDM_SCGN_CS1999	UN	BTDM	34 18	-118 11	
Bitung-IndonesiaTG	UN	BTNG	1 26	125 11	
BTNI	UN	BTNI	27 23	85 25	
RioMauri	UN	BTNT	-17 29	-69 19	
Bucuresti/Romania	UN	BUCU	44 28	26 8	
Budarhals	UN	BUDH	64 14	-19 19	
ArgentinaNGAcollocated	UN	BUE1	-34 34	-58 31	
ArgentinaNGAcollocated	UN	BUE2	-34 34	-58 31	
Buellton-FS#31GPS	UN	BUEG	34 37	-120 12	
BuehlerRanch	UN	BUEH	44 42	-112 38	
BUFF	UN	BUFF	40 22	-117 16	
BullfrogHills	UN	BULL	36 55	-116 52	
Bumstead_Nunatak	UN	BUMS	-85 58	174 30	
ButcherRidge	UN	BURI	-79 9	155 54	
BURN_PNGA_OR1998	UN	BURN	42 47	-117 51	
BURR	UN	BURR	40 31	-119 50	
BustedButte	UN	BUST	36 45	-116 27	
BUTM	UN	BUTM	37 21	-118 33	
BUTT	UN	BUTT	41 29	-119 50	
BVAL	UN	BVAL	39 34	-120 14	
Boothville-VeniceHighSchool	UN	BVHS	29 20	-89 24	
BVPP_SCGN_CS2000	UN	BVPP	35 9	-119 21	
Huachacalla	UN	BWSZ	-18 48	-68 15	
Bayana	UN	BYNA	29 28	81 12	
ByronsLedge	UN	BYRL	19 25	-155 16	
BayamonSciencePark	UN	BYSP	18 24	-66 10	
Bolzano	UN	BZRG	46 30	11 20	
Casa-1999	UN	CA99	37 39	-118 54	
Caballito	UN	CABA	10 14	-85 21	
CABL_PNGA_OR1997	UN	CABL	42 50	-124 34	
CactusCityCommunicationsSite	UN	CACT	33 39	-115 59	
Cagliari-AstronomicStation	UN	CAGL	39 8	8 58	
Gatineau	UN	CAGS	45 35	-75 48	
CAGLIARI	UN	CAGZ	39 8	8 58	
CAL1	UN	CAL1	37 39	-118 54	
CALA	UN	CALA	38 36	-118 8	
CALL	UN	CALL	39 41	-116 46	
Calvos	UN	CALV	12 34	-86 51	
CAMB	UN	CAMB	38 48	-119 4	
Camigliatello	UN	CAMO	39 20	16 27	
CAND_SCGN_CN1999	UN	CAND	35 56	-120 26	
CANZ_Ojo_PAN2011	UN	CANZ	8 12	-81 31	
CapeFramnes-JasonPeninsula	UN	CAPF	-66 1	-60 34	
CerroVenaCOL2009	UN	CAPI	5 21	-72 26	
CARB	UN	CARB	33 57	-106 44	
CARE	UN	CARE	38 31	-111 19	
CARH_SCGN_CN2001	UN	CARH	35 53	-120 26	
PortBlair	UN	CARI	11 37	92 43	
CARS	UN	CARS	39 9	-119 48	
Casey	UN	CAS1	-66 17	110 31	
MammothLakesLaserStation	UN	CASA	37 39	-118 54	
CaseSpgsFSCA2013	UN	CASE	33 27	-117 24	
CASI	UN	CASI	40 50	-119 14	
CAST_BRGN_UT1997	UN	CAST	39 11	-110 41	
CAT1_SCGN_CS1995	UN	CAT1	33 27	-118 29	
CAT2_SCGN_CS2000	UN	CAT2	33 19	-118 20	
CAT3_SCGN_CS2008	UN	CAT3	33 27	-118 29	
Cauquenes	UN	CAUQ	-35 58	-72 20	
Cayaco	UN	CAYA	17 3	-100 16	
CAYU_IAGT2NY2005	UN	CAYU	42 57	-76 32	
CordonBarrosArana	UN	CBAA	-22 45	-68 27	
CBHS_SCGN_CS1998	UN	CBHS	34 8	-118 38	
BracMajorDonald	UN	CBMD	19 44	-79 45	
Cobquecura	UN	CBQC	-36 9	-72 48	
Cabrero	UN	CBRO	-37 2	-72 24	
CaymanBracDist	UN	CBSB	19 43	-79 50	
CCCC_SCGN_CS2000	UN	CCCC	35 34	-117 40	
ComptonCommunityCollege	UN	CCCO	33 53	-118 13	
CHICHIJIMA-A	UN	CCJ2	27 4	142 12	
CHICHIJIMA	UN	CCJM	27 6	142 11	
Caccuri	UN	CCRI	39 14	16 47	
ChuchupateStations	UN	CCST	34 48	-119 1	
CapeCanaveral3	UN	CCV3	28 28	-80 33	
CrescentCity	UN	CCW1	41 45	-124 11	
CCYN	UN	CCYN	39 6	-119 21	
CerrodelaCruz	UN	CDLC	-22 11	-69 46	
CDMT_SCGN_CS2000	UN	CDMT	34 50	-116 20	
CanadaViveroso	UN	CDVV	34 15	-106 58	
Cebreros	UN	CEBR	40 27	-4 22	
CEDA_BRGN_UT1996	UN	CEDA	40 41	-112 52	
Ceduna	UN	CEDU	-31 52	133 49	
CERB	UN	CERB	35 28	-114 2	
CERR	UN	CERR	36 32	-117 49	
Cetraro	UN	CETR	39 32	15 57	
CoronelFontana	UN	CFAG	-31 36	-68 14	
CypressFallsHighSchool	UN	CFHS	29 55	-95 38	
Jerseyvillagehighschool	UN	CFJV	29 53	-95 33	
CGDM_SCGN_CS2000	UN	CGDM	34 15	-117 58	
CenterforGeodesyandGeodynamicsNigeria	UN	CGGN	10 7	9 7	
ColumbiaGreatNunatak	UN	CGNN	61 7	-147 3	
CerroGuantaca	UN	CGTC	-20 11	-70 4	
CGUI_TEL_NIC2013	UN	CGUI	12 59	-87 34	
Charleston1	UN	CHA1	32 45	-79 51	
CHAB_BARD_CN1991	UN	CHAB	37 43	-122 7	
CHAL	UN	CHAL	37 32	-118 33	
CHANGCHUN	UN	CHAN	43 47	125 27	
ChathamIsland	UN	CHAT	-43 57	-176 34	
ChuteCanyon	UN	CHCN	44 39	-112 43	
CHIA	UN	CHIA	37 50	-118 12	
Chilao	UN	CHIL	34 20	-118 2	
CHIR	UN	CHIR	32 0	-109 22	
CHIS_IGN_GT_2009	UN	CHIS	15 49	-90 17	
ChittagongUniversity	UN	CHIT	22 28	91 47	
CapeHenlopen1	UN	CHL1	38 47	-75 5	
CHLL_NCAR_C02014	UN	CHLL	40 27	-104 38	
Chilime	UN	CHLM	28 12	85 19	
ChlorideCity	UN	CHLO	36 45	-116 46	
ChosMalal	UN	CHML	-37 22	-70 9	
CHMS_SCGN_CS1999	UN	CHMS	34 38	-117 50	
Chusmiza	UN	CHMZ	-19 40	-69 12	
CHNA	UN	CHNA	39 43	-117 4	
Chunarughat	UN	CHNR	24 11	91 31	
CachoeiraPaulista	UN	CHPG	-22 41	-45 0	
CachoeiraPaulista	UN	CHPI	-22 41	-44 59	
ReservaChira	UN	CHRA	-16 31	-72 56	
SeahorseFarm	UN	CHRS	19 43	-156 3	
ChathamIsland	UN	CHTI	-43 44	-176 37	
Pu`u`O`oChannel	UN	CHUD	19 24	-155 6	
Chumysh	UN	CHUM	42 60	74 45	
CHURCACS-ACP	UN	CHUR	58 46	-94 5	
Chilliwack	UN	CHWK	49 9	-122 1	
Chitwan	UN	CHWN	27 40	84 23	
Chimborazopermanentstation-ChimborazoVolcano	UN	CHZO	-1 28	-78 47	
CHZZ_PNGA_OR1999	UN	CHZZ	45 29	-123 59	
Cibinong	UN	CIBG	-6 29	106 51	
Cicese	UN	CIC1	31 52	-116 40	
CinderHill	UN	CIHL	43 45	-121 9	
CINN	UN	CINN	39 48	-118 53	
CIRX_SCGN_CS2000	UN	CIRX	34 7	-118 56	
Caltech	UN	CIT1	34 8	-118 8	
CajonMountain	UN	CJMG	34 16	-117 25	
CajonMaintenanceStation	UN	CJMS	34 19	-117 29	
Chajnantor	UN	CJNT	-23 2	-67 46	
CarcajouLake	UN	CJOU	64 40	-127 51	
CampJTRobinsonArmyNat.Guard	UN	CJTR	34 49	-92 16	
CasaJuvad	UN	CJVG	34 32	-118 9	
CookIslands	UN	CKIS	-21 12	-159 48	
Tainan	UN	CKSV	22 60	120 13	
CLAN	UN	CLAN	39 40	-117 54	
Claremont	UN	CLAR	34 7	-117 43	
CarlCannonCA2011	UN	CLBD	33 8	-117 19	
CleetwoodCave	UN	CLCV	42 59	-122 5	
CLGO_AKDA_AK1996	UN	CLGO	64 52	-147 52	
CraterLakeHeadquarters	UN	CLHQ	42 54	-122 8	
CLIF	UN	CLIF	32 51	-109 25	
CLIO	UN	CLIO	39 46	-120 33	
Chillan	UN	CLL1	-36 36	-72 5	
Challacolla	UN	CLLA	-20 57	-69 21	
MountScott	UN	CLMS	42 55	-122 1	
CLOV_BRGN_NV2006	UN	CLOV	40 34	-114 52	
ClarkeMountains	UN	CLRK	-77 20	-141 52	
WizardIsland	UN	CLWZ	42 56	-122 9	
DavidCrockettMiddleSchool	UN	CMFB	29 41	-95 44	
FireCamp9	UN	CMP9	34 21	-118 25	
LasCampanasObservatory	UN	CMPN	-29 2	-70 41	
Barbuda__ATG2012	UN	CN00	17 40	-61 47	
Bethesda_ANT2015	UN	CN01	17 3	-61 46	
Anguilla_AIA2012	UN	CN02	18 12	-63 3	
VirgGordaBVI2013	UN	CN03	18 29	-64 24	
Castries_LCA2014	UN	CN04	14 1	-60 58	
PuntaCanaDOM2014	UN	CN05	18 34	-68 22	
ValleNuevoCR2012	UN	CN06	18 47	-70 39	
PuertPlt_DOM2012	UN	CN07	19 45	-70 34	
CaboRojo_DOM2012	UN	CN08	17 54	-71 40	
CapHaitn_HTI2013	UN	CN09	19 41	-72 8	
MorantCy_JAM2011	UN	CN10	17 25	-75 58	
PedroCay_JAM2011	UN	CN11	17 1	-77 47	
UWI_Mona_JAM2011	UN	CN12	18 0	-76 45	
Sansalvadorbaham	UN	CN13	24 4	-74 32	
greatinaguabaham	UN	CN14	20 59	-73 41	
GrandBah_BHS2011	UN	CN15	26 33	-78 42	
Camaguey_CUB2014	UN	CN16	21 25	-77 51	
SwanIslndHND2014	UN	CN18	17 24	-83 57	
ArubaNethARU2013	UN	CN19	12 37	-70 3	
Bocas_island_PAN	UN	CN20	9 21	-82 15	
SanLorenzHND2014	UN	CN21	13 24	-87 26	
Poneloya_NIC2012	UN	CN22	12 23	-87 3	
Belmopan_BLZ2012	UN	CN23	17 16	-88 47	
Felipe_Carrillo_MX_2012	UN	CN24	19 35	-88 3	
Comitan_MX_2012	UN	CN25	16 14	-92 8	
ArrecifeAMEX2016	UN	CN26	22 23	-89 41	
francesvdrcr2012	UN	CN27	19 40	-69 56	
Conta_Is_PAN2012	UN	CN28	8 38	-79 2	
Puerto_Cabezas_2012	UN	CN29	14 3	-83 22	
BlueFlds_NIC2012	UN	CN30	11 60	-83 46	
Penonome_PAN2011	UN	CN33	8 29	-80 20	
MetetiUniPAN2012	UN	CN34	8 33	-78 1	
Prvdncia_COL2012	UN	CN35	13 23	-81 22	
Monteria_COL2012	UN	CN36	8 49	-75 49	
Galerzmb_COL2012	UN	CN37	10 48	-75 16	
Cerrejon_COL2012	UN	CN38	12 13	-71 59	
QbrdaArbaVEN2015	UN	CN39	10 12	-70 31	
Curacao__CUW2011	UN	CN40	12 11	-68 57	
El_Baul__VEN2015	UN	CN41	8 57	-68 2	
LosRoquesVEN2015	UN	CN42	11 57	-66 41	
MargIslndVEN2016	UN	CN44	11 0	-63 55	
CN45Toco_TTO2013	UN	CN45	10 50	-60 56	
CarriacouGRD2014	UN	CN46	12 29	-61 26	
vieuxfortLCA2014	UN	CN47	13 43	-60 56	
GrandSvneDMA2014	UN	CN48	15 26	-61 25	
CN49_Ave_VEN2015	UN	CN49	15 40	-63 37	
Sombrero_AIA2015	UN	CN51	18 35	-63 26	
CN53_Pro_TCI2015	UN	CN53	21 47	-72 15	
CN55_Agu_PAN2018	UN	CN55	8 15	-80 32	
CN56_Met_PAN2018	UN	CN56	8 33	-78 1	
Cancun_MX_2007	UN	CNC0	21 10	-86 49	
ConicalHill	UN	CNCL	-43 40	169 51	
GarrCanyonRanch	UN	CNDN	44 41	-112 41	
Chonturcopermanentstation-TungurahuaVolcano	UN	CNEC	-1 26	-78 28	
CerroNegrNIC2010	UN	CNG2	12 30	-86 42	
MarianaIsland	UN	CNMR	15 14	145 45	
ConePeak	UN	CNPK	19 24	-155 18	
CNPP_SCGN_CS1999	UN	CNPP	33 51	-117 37	
CentroNacionaldeRegistros	UN	CNR1	13 40	-89 17	
CoachellaGPS	UN	COAG	32 52	-115 7	
COAL	UN	COAL	40 15	-118 21	
Cocos	UN	COCO	-12 11	96 50	
CuevadeOsospermanentstation-MilitaryBaseLa	UN	COEC	0 43	-77 47	
CooksRanch	UN	COKG	32 51	-115 44	
COLD	UN	COLD	39 25	-117 51	
LagunaColorada	UN	COLO	-22 10	-67 48	
COLU	UN	COLU	38 5	-118 3	
Truncated_Cones_GPS_2	UN	CON2	-77 32	167 5	
ConeVC2permanentstation-CotopaxiVolcano	UN	CONE	0 40	-78 25	
TruncatedCones	UN	CONG	-77 32	167 5	
Concepcion-TIGO	UN	CONT	-36 51	-73 2	
CONW	UN	CONW	38 7	-119 10	
Concepcion-TIGO	UN	CONZ	-36 51	-73 2	
COON_BRGN_UT1996	UN	COON	40 39	-112 7	
Copiapo	UN	COPO	-27 23	-70 20	
COPP	UN	COPP	39 55	-118 12	
COPR_SCGN_CS2001	UN	COPR	34 25	-119 53	
Corbin	UN	CORB	38 12	-77 22	
Cordoba	UN	CORD	-31 32	-64 28	
Corozal	UN	CORO	9 20	-75 17	
CORV_PNGA_OR1996	UN	CORV	44 35	-123 18	
COSJ	UN	COSJ	36 4	-117 53	
ChinaLake	UN	COSO	35 59	-117 49	
CollegeoftheDesert	UN	COTD	33 44	-116 23	
Mt.Coates	UN	COTE	-77 48	161 60	
CollegeoftheMainland	UN	COTM	29 24	-94 60	
COTT	UN	COTT	41 35	-119 21	
COVE	UN	COVE	38 37	-112 51	
Covington	UN	COVG	30 29	-90 6	
COWT	UN	COWT	37 55	-118 48	
COYO	UN	COYO	40 54	-119 45	
Coyhaique	UN	COYQ	-45 31	-71 54	
Coyuca	UN	COYU	17 1	-100 5	
CPBN_SCGN_CS2000	UN	CPBN	35 4	-117 34	
CentralPumiceCone	UN	CPCO	43 43	-121 14	
CerroDePiedra	UN	CPDP	16 47	-99 38	
CAP-VERT	UN	CPVG	16 44	-22 56	
CPXX_PNGA_WA2001	UN	CPXX	46 50	-122 15	
Ancram	UN	CRAM	37 5	-116 49	
CrimeanAstrophysicalObservatory	UN	CRAO	44 25	33 59	
McMurdo_CraryLab	UN	CRAR	-77 51	166 40	
CraterFlats	UN	CRAT	36 48	-116 34	
CircularButte	UN	CRBG	43 50	-112 38	
CerroBronze	UN	CRBR	-16 60	-71 47	
CRBT_SCGN_CN2001	UN	CRBT	35 47	-120 45	
CordinerPeak	UN	CRDI	-82 52	-53 12	
CraftonHillsCollege	UN	CRFP	34 2	-117 6	
CrockerGrade	UN	CRGG	35 15	-119 43	
CRHS_SCGN_CS1999	UN	CRHS	33 49	-118 16	
CraterRim	UN	CRIM	19 24	-155 16	
Manzanillo-CRIP_MX_1993	UN	CRIP	19 2	-104 20	
Carlomagno	UN	CRLM	39 17	16 33	
LaRomana_DOM2015	UN	CRLR	18 25	-68 56	
CRND	UN	CRND	31 21	-110 15	
Coronel	UN	CRNL	-37 2	-73 9	
St.CroixVLBA	UN	CRO1	17 45	-64 35	
CRPL	UN	CRPL	38 44	-117 30	
LosCorrales	UN	CRRL	-36 9	-68 21	
CRRS_SCGN_CS1998	UN	CRRS	33 4	-115 44	
CerroCarasco	UN	CRSC	-20 55	-70 5	
El_Seibo_DOM2015	UN	CRSE	18 46	-69 3	
CRTR	UN	CRTR	35 21	-111 18	
CRU1_SCGN_CS2000	UN	CRU1	34 2	-119 47	
CRYS	UN	CRYS	39 15	-120 1	
CSCI_SCGN_CS2000	UN	CSCI	34 10	-119 2	
CSUDominguez	UN	CSDH	33 52	-118 15	
ChispasHill	UN	CSEC	-1 3	-80 44	
CampSchurmann	UN	CSHQ	46 52	-121 44	
MR_CSCHRMNWA2007	UN	CSHR	46 52	-121 44	
CSUNorthridge	UN	CSN1	34 15	-118 31	
CasaQuemada	UN	CSQM	-23 26	-66 23	
CSST_SCGN_CS2000	UN	CSST	34 24	-119 22	
CSTA	UN	CSTA	29 48	-95 31	
SpringBranchISD-VirtualHighSchool	UN	CSTE	29 48	-95 31	
CTDM_SCGN_CS2001	UN	CTDM	34 31	-118 37	
CerroTolar	UN	CTLR	-21 58	-70 6	
CTMS_SCGN_CS1999	UN	CTMS	34 7	-116 22	
Chitipa	UN	CTPM	-9 42	33 16	
AeroCucutCOL2010	UN	CUC1	7 56	-72 31	
CuyamaValleyHighSchool	UN	CUHS	34 57	-119 40	
CulebraIsland-PuertoRico	UN	CUPR	18 18	-65 17	
Chulalongkorn	UN	CUSV	13 44	100 32	
CurtinUniversityBentley	UN	CUT0	-32 0	115 54	
Curacavi	UN	CUVI	-33 21	-71 8	
CovinaH.S.	UN	CVHS	34 5	-117 54	
CrestviewMiddleSchool	UN	CVMS	35 32	-89 39	
CVO1	UN	CVO1	45 37	-122 30	
CotopaxiRefugio	UN	CX01	0 40	-78 26	
CotopaxiDeformation	UN	CX02	0 38	-78 28	
Crozetislands	UN	CZTG	-46 26	51 51	
DA03	UN	DA03	12 24	40 33	
DA10	UN	DA10	12 23	40 30	
DaureGabla	UN	DA14	12 22	40 28	
Asadamum(Badai)	UN	DA25	12 20	40 22	
Digdiga	UN	DA35	12 20	40 16	
DA45	UN	DA45	12 12	40 14	
Awra	UN	DA60	12 4	40 4	
Dabbahu	UN	DABB	12 39	40 30	
Barantu	UN	DABT	12 39	40 21	
Dessie	UN	DADE	11 10	39 37	
DAEJEON	UN	DAEJ	36 24	127 22	
Finto	UN	DAFT	12 4	40 19	
Mekelestation	UN	DAKE	13 29	39 29	
DAKR	UN	DAKR	14 43	-17 26	
ErtaAle	UN	DALE	13 29	40 32	
PacoimaDam2	UN	DAM2	34 20	-118 24	
PacoimaDam3	UN	DAM3	34 20	-118 24	
DAMA_DASE_NP1997	UN	DAMA	27 36	85 6	
AlemMaya(Haremaya)	UN	DAMY	9 25	42 2	
Daneborg	UN	DANE	74 19	-20 12	
Afdera	UN	DARA	13 12	40 52	
DarwinAU014	UN	DARW	-12 51	131 8	
Saha	UN	DASA	12 2	40 59	
Silsa	UN	DASL	12 24	41 11	
SemeraCGPS	UN	DASM	11 47	41 1	
TeruContinuous	UN	DATR	12 29	40 19	
Davis	UN	DAV1	-68 35	77 58	
DAVI	UN	DAVI	39 57	-120 35	
YirgaAlita	UN	DAYR	12 15	40 28	
DBLO	UN	DBLO	42 47	-120 25	
DCPS_Sre_BGD2007	UN	DCPS	24 18	91 47	
DeerCreek-Utah	UN	DCUT	40 25	-111 32	
DeadmanCreek	UN	DDMN	37 45	-118 59	
DDSN_PNGA_OR1999	UN	DDSN	43 7	-123 15	
DEAAR	UN	DEAR	-30 40	23 60	
Debarek	UN	DEBK	13 9	37 54	
DechambeauRanch	UN	DECH	38 3	-119 5	
DEEP	UN	DEEP	37 21	-118 3	
Denbury1cGPS2011	UN	DEN1	29 31	-95 15	
Denbury2cGPS2011	UN	DEN2	29 30	-95 15	
Denbury3cGPS2011	UN	DEN3	29 30	-95 15	
Denbury4cGPS2015	UN	DEN4	29 30	-95 14	
DETR	UN	DETR	35 55	-114 29	
DeverallIsland	UN	DEVI	-81 29	161 59	
DEVL	UN	DEVL	36 26	-116 17	
DiegoGarciaIsland	UN	DGAR	-7 16	72 22	
DiegoGarciaIsland	UN	DGAV	-7 16	72 22	
DaugaardJensenGletshcer	UN	DGJG	71 47	-29 51	
DenaliHighwayMile32	UN	DH32	63 5	-146 19	
Dhaka	UN	DHAK	23 44	90 24	
DurmidHill	UN	DHLG	33 23	-115 47	
DIAM	UN	DIAM	40 12	-120 28	
Dighinala	UN	DIGH	23 15	92 4	
DIRT	UN	DIRT	37 55	-110 23	
DISD	UN	DISD	29 17	-95 44	
DIXI	UN	DIXI	39 32	-118 13	
DixonCity_CA2012	UN	DIXN	38 28	-121 50	
Djibouti	UN	DJIG	11 32	42 51	
DoeckerSmithGletscher	UN	DKSG	76 21	-61 41	
Delft	UN	DLF1	51 59	4 23	
Delft	UN	DLFT	51 59	4 23	
Dolpa	UN	DLPA	28 59	82 49	
DeltaJunction	UN	DLTJ	64 3	-145 43	
DLuzHeightCA2011	UN	DLUZ	33 26	-117 18	
Damauli	UN	DMAU	27 58	84 16	
DullesMiddleSchool	UN	DMFB	29 37	-95 35	
Dunche	UN	DNC4	28 5	85 15	
Dhangadi	UN	DNGD	28 45	80 35	
DonnellyContinuous	UN	DNLC	63 42	-145 53	
Dover	UN	DNRC	39 10	-75 31	
Dansing	UN	DNSG	28 21	83 46	
Denton_Hills____	UN	DNTH	-78 5	163 59	
DosArroyos	UN	DOAR	17 1	-99 39	
DOBI	UN	DOBI	38 3	-118 46	
DodomaContinuous	UN	DODC	-6 10	35 45	
Dodoma	UN	DODM	-6 11	35 45	
DomiRose_DMA2011	UN	DOMI	15 18	-61 23	
DOYL	UN	DOYL	40 2	-120 9	
Metzokidragot	UN	DRAG	31 36	35 24	
DominionRadioAstrophysicalObservatory	UN	DRAO	49 19	-119 38	
Darchula	UN	DRCL	29 44	80 30	
DRIL	UN	DRIL	-77 35	171 31	
MountDrumViewpoint	UN	DRMC	62 43	-144 18	
Driver5	UN	DRV5	36 58	-76 33	
Driver6	UN	DRV6	36 58	-76 33	
DRYC	UN	DRYC	38 36	-117 20	
DRYV	UN	DRYV	40 24	-119 51	
DSHS_SCGN_CS1999	UN	DSHS	34 1	-118 21	
DSSC_SCGN_CS1998	UN	DSSC	33 44	-116 43	
DesertTortoisePreserveGPS	UN	DTPG	35 16	-117 51	
Duao	UN	DUAO	-34 52	-72 9	
